Entity,Code,Year, (% of GDP)
IDA blend,,2000,3.47786795895744
IDA blend,,2001,3.55200583189874
IDA blend,,2002,3.37110208384967
IDA blend,,2003,3.77825818368735
IDA blend,,2004,3.8566838894202
IDA blend,,2005,3.8826348782201
IDA blend,,2006,3.85339619679426
IDA blend,,2007,4.15740273981121
IDA blend,,2008,3.98789938145726
IDA blend,,2009,4.07143477947187
IDA blend,,2010,3.66563729976969
IDA blend,,2011,3.83080048363957
IDA blend,,2012,3.69013300135938
IDA blend,,2013,3.90044862010319
IDA blend,,2014,3.83182219164339
IDA only,,1995,4.4195375121814
IDA only,,1996,4.42119818706844
IDA only,,1997,4.21617962065063
IDA only,,1998,4.35642603197754
IDA only,,1999,4.30456676905423
IDA only,,2000,3.98368583219646
IDA only,,2001,4.21538887884546
IDA only,,2002,4.39313513144801
IDA only,,2003,4.5385934685136
IDA only,,2004,4.65818860929018
IDA only,,2005,4.67987767981028
IDA only,,2006,4.85512476800359
IDA only,,2007,4.78717116843355
IDA only,,2008,5.22106808816965
IDA only,,2009,5.38708684748647
IDA only,,2010,5.50886210185437
IDA only,,2011,5.35516241814457
IDA only,,2012,5.36668037067754
IDA only,,2013,5.23285673683344
IDA only,,2014,5.16936762109977
IDA total,,1995,3.97020467753076
IDA total,,1996,4.05001173981366
IDA total,,1997,3.93112509554877
IDA total,,1998,4.09713996739338
IDA total,,1999,4.0186239332514
IDA total,,2000,3.77025047014897
IDA total,,2001,3.9373470484355
IDA total,,2002,3.96128174879561
IDA total,,2003,4.21494022550964
IDA total,,2004,4.30448382549436
IDA total,,2005,4.3216267843095
IDA total,,2006,4.38517711406428
IDA total,,2007,4.49767083015436
IDA total,,2008,4.63427851407158
IDA total,,2009,4.79730214895856
IDA total,,2010,4.55860514090772
IDA total,,2011,4.56081197444821
IDA total,,2012,4.48464858680452
IDA total,,2013,4.5317834530348
IDA total,,2014,4.46359958032704
Iceland,ISL,1995,8.20549191
Iceland,ISL,1996,8.16477234
Iceland,ISL,1997,7.91258044
Iceland,ISL,1998,8.73383816
Iceland,ISL,1999,9.43705415
Iceland,ISL,2000,9.2750212
Iceland,ISL,2001,9.12238316
Iceland,ISL,2002,9.85538991
Iceland,ISL,2003,10.07437408
Iceland,ISL,2004,9.58713484
Iceland,ISL,2005,9.20976024
Iceland,ISL,2006,8.96470691
Iceland,ISL,2007,8.75292103
Iceland,ISL,2008,8.80337292
Iceland,ISL,2009,9.12074545
Iceland,ISL,2010,8.85548842
Iceland,ISL,2011,8.65326311
Iceland,ISL,2012,8.68327575
Iceland,ISL,2013,8.75450051
Iceland,ISL,2014,8.85916593
India,IND,1995,4.01863098
India,IND,1996,3.89701725
India,IND,1997,4.24807061
India,IND,1998,4.29626147
India,IND,1999,4.0259878
India,IND,2000,4.26375646
India,IND,2001,4.49651024
India,IND,2002,4.40107258
India,IND,2003,4.29653759
India,IND,2004,4.22013959
India,IND,2005,4.28217471
India,IND,2006,4.24668128
India,IND,2007,4.22653116
India,IND,2008,4.33949245
India,IND,2009,4.37573742
India,IND,2010,4.27967981
India,IND,2011,4.33115071
India,IND,2012,4.389042
India,IND,2013,4.52911807
India,IND,2014,4.68508833
Indonesia,IDN,1995,1.95621435
Indonesia,IDN,1996,1.98662541
Indonesia,IDN,1997,1.92529768
Indonesia,IDN,1998,2.05535994
Indonesia,IDN,1999,2.21846805
Indonesia,IDN,2000,1.9783324
Indonesia,IDN,2001,2.23198234
Indonesia,IDN,2002,2.26862572
Indonesia,IDN,2003,2.53372429
Indonesia,IDN,2004,2.36774828
Indonesia,IDN,2005,2.78958066
Indonesia,IDN,2006,2.90514781
Indonesia,IDN,2007,3.09844209
Indonesia,IDN,2008,2.80594493
Indonesia,IDN,2009,2.82545945
Indonesia,IDN,2010,2.7406754
Indonesia,IDN,2011,2.7131643
Indonesia,IDN,2012,2.89787034
Indonesia,IDN,2013,2.92591721
Indonesia,IDN,2014,2.84686016
Iran,IRN,1995,3.74488392
Iran,IRN,1996,3.6397587
Iran,IRN,1997,4.00157739
Iran,IRN,1998,4.40401883
Iran,IRN,1999,4.38637194
Iran,IRN,2000,4.47453766
Iran,IRN,2001,5.02339127
Iran,IRN,2002,5.38928283
Iran,IRN,2003,5.41582194
Iran,IRN,2004,5.8876663
Iran,IRN,2005,6.06355948
Iran,IRN,2006,5.94523503
Iran,IRN,2007,5.84412037
Iran,IRN,2008,6.28314503
Iran,IRN,2009,7.63154127
Iran,IRN,2010,8.01924969
Iran,IRN,2011,7.12442249
Iran,IRN,2012,6.9838344
Iran,IRN,2013,6.49275923
Iran,IRN,2014,6.8949223
Iraq,IRQ,2003,4.36364226
Iraq,IRQ,2004,5.61200838
Iraq,IRQ,2005,4.13339428
Iraq,IRQ,2006,2.99905461
Iraq,IRQ,2007,3.69178171
Iraq,IRQ,2008,3.9279652
Iraq,IRQ,2009,4.64971686
Iraq,IRQ,2010,3.82046695
Iraq,IRQ,2011,3.31821307
Iraq,IRQ,2012,5.26411877
Iraq,IRQ,2013,5.9199233
Iraq,IRQ,2014,5.53887318
Ireland,IRL,1995,6.43922051
Ireland,IRL,1996,6.34936457
Ireland,IRL,1997,6.19744462
Ireland,IRL,1998,6.01844877
Ireland,IRL,1999,5.9290031
Ireland,IRL,2000,6.02806576
Ireland,IRL,2001,6.59839384
Ireland,IRL,2002,6.85271589
Ireland,IRL,2003,7.04763499
Ireland,IRL,2004,7.33848733
Ireland,IRL,2005,7.26683559
Ireland,IRL,2006,7.22353538
Ireland,IRL,2007,7.57001772
Ireland,IRL,2008,8.64102477
Ireland,IRL,2009,9.53009384
Ireland,IRL,2010,8.76096475
Ireland,IRL,2011,8.14533747
Ireland,IRL,2012,8.32055052
Ireland,IRL,2013,8.00927632
Ireland,IRL,2014,7.78319657
Israel,ISR,1995,7.34555433
Israel,ISR,1996,7.40078592
Israel,ISR,1997,7.56044971
Israel,ISR,1998,7.41985562
Israel,ISR,1999,7.16221722
Israel,ISR,2000,7.12928401
Israel,ISR,2001,7.61027457
Israel,ISR,2002,7.49158352
Israel,ISR,2003,7.43618123
Israel,ISR,2004,7.34611873
Israel,ISR,2005,7.43511313
Israel,ISR,2006,7.37962269
Israel,ISR,2007,7.36888637
Israel,ISR,2008,7.32999547
Israel,ISR,2009,7.45871596
Israel,ISR,2010,7.35697387
Israel,ISR,2011,7.39438605
Israel,ISR,2012,7.73373175
Israel,ISR,2013,7.89399062
Israel,ISR,2014,7.80830808
Italy,ITA,1995,7.0951993
Italy,ITA,1996,7.19380887
Italy,ITA,1997,7.47161217
Italy,ITA,1998,7.55160371
Italy,ITA,1999,7.62970381
Italy,ITA,2000,7.91371676
Italy,ITA,2001,8.11320938
Italy,ITA,2002,8.22996699
Italy,ITA,2003,8.17185036
Italy,ITA,2004,8.49431614
Italy,ITA,2005,8.70707069
Italy,ITA,2006,8.81849072
Italy,ITA,2007,8.48168567
Italy,ITA,2008,8.88584923
Italy,ITA,2009,9.41489657
Italy,ITA,2010,9.41991203
Italy,ITA,2011,9.27499911
Italy,ITA,2012,9.28206804
Italy,ITA,2013,9.21721878
Italy,ITA,2014,9.24791783
Jamaica,JAM,1995,4.16409664
Jamaica,JAM,1996,4.72996836
Jamaica,JAM,1997,5.97090539
Jamaica,JAM,1998,5.48311356
Jamaica,JAM,1999,5.04149057
Jamaica,JAM,2000,5.80932261
Jamaica,JAM,2001,5.33784359
Jamaica,JAM,2002,4.85575957
Jamaica,JAM,2003,4.55821974
Jamaica,JAM,2004,4.80457328
Jamaica,JAM,2005,4.06830563
Jamaica,JAM,2006,4.22114615
Jamaica,JAM,2007,4.87190883
Jamaica,JAM,2008,5.40429222
Jamaica,JAM,2009,5.15809611
Jamaica,JAM,2010,5.29687787
Jamaica,JAM,2011,5.21156436
Jamaica,JAM,2012,5.65711987
Jamaica,JAM,2013,5.90574802
Jamaica,JAM,2014,5.36152479
Japan,JPN,1995,6.6226014
Japan,JPN,1996,6.49028939
Japan,JPN,1997,6.72554817
Japan,JPN,1998,7.00892123
Japan,JPN,1999,7.34097027
Japan,JPN,2000,7.53324651
Japan,JPN,2001,7.74668514
Japan,JPN,2002,7.84847852
Japan,JPN,2003,7.99594428
Japan,JPN,2004,8.03487741
Japan,JPN,2005,8.18154267
Japan,JPN,2006,8.19413457
Japan,JPN,2007,8.24853451
Japan,JPN,2008,8.59902664
Japan,JPN,2009,9.51396085
Japan,JPN,2010,9.57849715
Japan,JPN,2011,10.07184997
Japan,JPN,2012,10.16980518
Japan,JPN,2013,10.24737667
Japan,JPN,2014,10.22874408
Jordan,JOR,1995,8.4680132
Jordan,JOR,1996,8.90916941
Jordan,JOR,1997,8.96952793
Jordan,JOR,1998,9.30817105
Jordan,JOR,1999,9.359011
Jordan,JOR,2000,9.65470363
Jordan,JOR,2001,9.90197276
Jordan,JOR,2002,9.68129541
Jordan,JOR,2003,9.15453269
Jordan,JOR,2004,9.05278809
Jordan,JOR,2005,8.88253327
Jordan,JOR,2006,8.08490328
Jordan,JOR,2007,8.34550992
Jordan,JOR,2008,8.77647005
Jordan,JOR,2009,9.54302829
Jordan,JOR,2010,8.4176322
Jordan,JOR,2011,8.38611431
Jordan,JOR,2012,8.00466753
Jordan,JOR,2013,7.23316979
Jordan,JOR,2014,7.45299586
Kazakhstan,KAZ,1995,4.61783479
Kazakhstan,KAZ,1996,4.34318179
Kazakhstan,KAZ,1997,4.67251837
Kazakhstan,KAZ,1998,4.83111924
Kazakhstan,KAZ,1999,4.37611572
Kazakhstan,KAZ,2000,4.16032948
Kazakhstan,KAZ,2001,3.47096531
Kazakhstan,KAZ,2002,3.61480665
Kazakhstan,KAZ,2003,3.69562808
Kazakhstan,KAZ,2004,3.95180407
Kazakhstan,KAZ,2005,4.06951322
Kazakhstan,KAZ,2006,3.72656036
Kazakhstan,KAZ,2007,3.18543508
Kazakhstan,KAZ,2008,3.64857277
Kazakhstan,KAZ,2009,4.13485255
Kazakhstan,KAZ,2010,4.42042194
Kazakhstan,KAZ,2011,4.05524966
Kazakhstan,KAZ,2012,4.3153085
Kazakhstan,KAZ,2013,4.29914863
Kazakhstan,KAZ,2014,4.35593983
Kenya,KEN,1995,4.2546112
Kenya,KEN,1996,4.14837559
Kenya,KEN,1997,4.1175352
Kenya,KEN,1998,4.49260472
Kenya,KEN,1999,4.1968479
Kenya,KEN,2000,4.68273816
Kenya,KEN,2001,4.62224717
Kenya,KEN,2002,4.53836443
Kenya,KEN,2003,4.44734056
Kenya,KEN,2004,4.28974554
Kenya,KEN,2005,4.36354595
Kenya,KEN,2006,4.24362134
Kenya,KEN,2007,4.07795506
Kenya,KEN,2008,3.89959146
Kenya,KEN,2009,4.16756719
Kenya,KEN,2010,3.97371597
Kenya,KEN,2011,5.2314281
Kenya,KEN,2012,5.49053237
Kenya,KEN,2013,5.56790477
Kenya,KEN,2014,5.72029126
Kiribati,KIR,1995,9.39105096
Kiribati,KIR,1996,9.20390344
Kiribati,KIR,1997,9.3572622
Kiribati,KIR,1998,6.99500964
Kiribati,KIR,1999,8.81717701
Kiribati,KIR,2000,8.12191984
Kiribati,KIR,2001,9.00297707
Kiribati,KIR,2002,9.10312141
Kiribati,KIR,2003,9.97939239
Kiribati,KIR,2004,10.39189376
Kiribati,KIR,2005,10.05853597
Kiribati,KIR,2006,10.92704338
Kiribati,KIR,2007,13.65860476
Kiribati,KIR,2008,12.22926894
Kiribati,KIR,2009,12.24187853
Kiribati,KIR,2010,10.51872977
Kiribati,KIR,2011,10.42241736
Kiribati,KIR,2012,10.37479425
Kiribati,KIR,2013,10.15483768
Kiribati,KIR,2014,10.21295042
Kuwait,KWT,1995,3.72426299
Kuwait,KWT,1996,3.46528433
Kuwait,KWT,1997,3.69448252
Kuwait,KWT,1998,4.4370724
Kuwait,KWT,1999,3.66676805
Kuwait,KWT,2000,2.50942071
Kuwait,KWT,2001,3.60960453
Kuwait,KWT,2002,3.56384791
Kuwait,KWT,2003,3.22905642
Kuwait,KWT,2004,2.7557707
Kuwait,KWT,2005,2.37794798
Kuwait,KWT,2006,2.25224274
Kuwait,KWT,2007,2.13286507
Kuwait,KWT,2008,1.93147895
Kuwait,KWT,2009,3.87051709
Kuwait,KWT,2010,2.7596631
Kuwait,KWT,2011,2.61661289
Kuwait,KWT,2012,2.57201714
Kuwait,KWT,2013,2.5600271
Kuwait,KWT,2014,3.04236844
Kyrgyzstan,KGZ,1995,5.97060065
Kyrgyzstan,KGZ,1996,5.69307187
Kyrgyzstan,KGZ,1997,5.23371462
Kyrgyzstan,KGZ,1998,5.8769337
Kyrgyzstan,KGZ,1999,5.33664004
Kyrgyzstan,KGZ,2000,4.6771627
Kyrgyzstan,KGZ,2001,4.78581
Kyrgyzstan,KGZ,2002,5.43420861
Kyrgyzstan,KGZ,2003,5.42793328
Kyrgyzstan,KGZ,2004,5.57289951
Kyrgyzstan,KGZ,2005,5.82230709
Kyrgyzstan,KGZ,2006,6.73429073
Kyrgyzstan,KGZ,2007,6.87338793
Kyrgyzstan,KGZ,2008,6.07102722
Kyrgyzstan,KGZ,2009,6.79492613
Kyrgyzstan,KGZ,2010,6.65733621
Kyrgyzstan,KGZ,2011,6.17973864
Kyrgyzstan,KGZ,2012,6.97356873
Kyrgyzstan,KGZ,2013,6.6786385
Kyrgyzstan,KGZ,2014,6.48376219
Laos,LAO,1995,3.77081641
Laos,LAO,1996,3.66814697
Laos,LAO,1997,4.60735372
Laos,LAO,1998,5.42938639
Laos,LAO,1999,3.77248131
Laos,LAO,2000,3.4118284
Laos,LAO,2001,4.31878741
Laos,LAO,2002,4.04067662
Laos,LAO,2003,4.91118515
Laos,LAO,2004,4.54444753
Laos,LAO,2005,4.31668409
Laos,LAO,2006,4.14334297
Laos,LAO,2007,4.14439212
Laos,LAO,2008,2.76996612
Laos,LAO,2009,3.77060611
Laos,LAO,2010,2.74584753
Laos,LAO,2011,2.19661784
Laos,LAO,2012,2.11887109
Laos,LAO,2013,1.99960355
Laos,LAO,2014,1.86554551
Late-demographic dividend,,1995,5.04756764110294
Late-demographic dividend,,1996,5.22983953733663
Late-demographic dividend,,1997,5.48754030950111
Late-demographic dividend,,1998,5.4746203972197
Late-demographic dividend,,1999,5.3185885914712
Late-demographic dividend,,2000,5.20974917710795
Late-demographic dividend,,2001,5.24546203170228
Late-demographic dividend,,2002,5.36767513232611
Late-demographic dividend,,2003,5.37049006131447
Late-demographic dividend,,2004,5.31151599288635
Late-demographic dividend,,2005,5.45737589955635
Late-demographic dividend,,2006,5.41213899699728
Late-demographic dividend,,2007,5.36333506286172
Late-demographic dividend,,2008,5.61806492568521
Late-demographic dividend,,2009,6.13846579640978
Late-demographic dividend,,2010,5.88021553632176
Late-demographic dividend,,2011,5.82959958372066
Late-demographic dividend,,2012,5.94872904222859
Late-demographic dividend,,2013,6.01872771476388
Late-demographic dividend,,2014,6.06736527752686
Latin America & Caribbean,,1995,6.29283018611983
Latin America & Caribbean,,1996,6.29116581680229
Latin America & Caribbean,,1997,6.30134628977496
Latin America & Caribbean,,1998,6.30830777381657
Latin America & Caribbean,,1999,6.5102715380156
Latin America & Caribbean,,2000,6.34550700486833
Latin America & Caribbean,,2001,6.48617964766097
Latin America & Caribbean,,2002,6.19390444530424
Latin America & Caribbean,,2003,6.44029038777152
Latin America & Caribbean,,2004,6.37990221343544
Latin America & Caribbean,,2005,6.81388035976489
Latin America & Caribbean,,2006,6.77090371755027
Latin America & Caribbean,,2007,6.87690545023951
Latin America & Caribbean,,2008,6.89784127807254
Latin America & Caribbean,,2009,7.54839883424083
Latin America & Caribbean,,2010,7.18165203733111
Latin America & Caribbean,,2011,7.04565147465147
Latin America & Caribbean,,2012,7.01653451927072
Latin America & Caribbean,,2013,7.15942978799287
Latin America & Caribbean,,2014,7.31027174045644
Latin America & Caribbean (IDA & IBRD),,1995,6.31210205626645
Latin America & Caribbean (IDA & IBRD),,1996,6.30462508084455
Latin America & Caribbean (IDA & IBRD),,1997,6.31387222701458
Latin America & Caribbean (IDA & IBRD),,1998,6.31835162728111
Latin America & Caribbean (IDA & IBRD),,1999,6.52393093840039
Latin America & Caribbean (IDA & IBRD),,2000,6.35455885143507
Latin America & Caribbean (IDA & IBRD),,2001,6.49517098630742
Latin America & Caribbean (IDA & IBRD),,2002,6.19270165955899
Latin America & Caribbean (IDA & IBRD),,2003,6.44673419931224
Latin America & Caribbean (IDA & IBRD),,2004,6.38628964123364
Latin America & Caribbean (IDA & IBRD),,2005,6.77758511187423
Latin America & Caribbean (IDA & IBRD),,2006,6.75755539370888
Latin America & Caribbean (IDA & IBRD),,2007,6.82274483957684
Latin America & Caribbean (IDA & IBRD),,2008,6.84407919234478
Latin America & Caribbean (IDA & IBRD),,2009,7.48626493792133
Latin America & Caribbean (IDA & IBRD),,2010,7.14444638444879
Latin America & Caribbean (IDA & IBRD),,2011,7.00335488346043
Latin America & Caribbean (IDA & IBRD),,2012,6.99617192060409
Latin America & Caribbean (IDA & IBRD),,2013,7.12971875550909
Latin America & Caribbean (IDA & IBRD),,2014,7.25635403961625
Latin America & Caribbean (excluding high income),,1995,6.27558762968441
Latin America & Caribbean (excluding high income),,1996,6.27548036234883
Latin America & Caribbean (excluding high income),,1997,6.30752474383682
Latin America & Caribbean (excluding high income),,1998,6.29054060411825
Latin America & Caribbean (excluding high income),,1999,6.51325406717551
Latin America & Caribbean (excluding high income),,2000,6.34232313578993
Latin America & Caribbean (excluding high income),,2001,6.4914856134779
Latin America & Caribbean (excluding high income),,2002,6.18704129670353
Latin America & Caribbean (excluding high income),,2003,6.41638295668482
Latin America & Caribbean (excluding high income),,2004,6.33125139103981
Latin America & Caribbean (excluding high income),,2005,6.8059687745891
Latin America & Caribbean (excluding high income),,2006,6.78932585024666
Latin America & Caribbean (excluding high income),,2007,6.90846570550708
Latin America & Caribbean (excluding high income),,2008,6.90749861638071
Latin America & Caribbean (excluding high income),,2009,7.55359825015546
Latin America & Caribbean (excluding high income),,2010,7.1889145472779
Latin America & Caribbean (excluding high income),,2011,7.04352397808921
Latin America & Caribbean (excluding high income),,2012,6.99557700880438
Latin America & Caribbean (excluding high income),,2013,7.13212081037847
Latin America & Caribbean (excluding high income),,2014,7.28056612304135
Latvia,LVA,1995,5.7641721
Latvia,LVA,1996,6.10366636
Latvia,LVA,1997,6.20315475
Latvia,LVA,1998,6.1213504
Latvia,LVA,1999,6.38998632
Latvia,LVA,2000,6.00426586
Latvia,LVA,2001,6.16677115
Latvia,LVA,2002,6.28923484
Latvia,LVA,2003,6.15252413
Latvia,LVA,2004,6.51218398
Latvia,LVA,2005,6.37415759
Latvia,LVA,2006,6.7991405
Latvia,LVA,2007,7.01215151
Latvia,LVA,2008,6.63050503
Latvia,LVA,2009,6.83979658
Latvia,LVA,2010,6.55480303
Latvia,LVA,2011,6.09974017
Latvia,LVA,2012,5.90778351
Latvia,LVA,2013,5.66928247
Latvia,LVA,2014,5.88069354
Least developed countries: UN classification,,1995,4.18015429106982
Least developed countries: UN classification,,1996,4.00671939637563
Least developed countries: UN classification,,1997,3.84949405813551
Least developed countries: UN classification,,1998,3.95607827123386
Least developed countries: UN classification,,1999,3.94607798507797
Least developed countries: UN classification,,2000,3.5750753017007
Least developed countries: UN classification,,2001,3.99820882075608
Least developed countries: UN classification,,2002,4.14722077115591
Least developed countries: UN classification,,2003,4.31349341039328
Least developed countries: UN classification,,2004,4.49129467689425
Least developed countries: UN classification,,2005,4.46511395347446
Least developed countries: UN classification,,2006,4.72391478873044
Least developed countries: UN classification,,2007,4.42015896826308
Least developed countries: UN classification,,2008,4.83506537821457
Least developed countries: UN classification,,2009,5.05907953983229
Least developed countries: UN classification,,2010,5.08835031167938
Least developed countries: UN classification,,2011,4.9346514042904
Least developed countries: UN classification,,2012,4.88028808278833
Least developed countries: UN classification,,2013,4.92006609313793
Least developed countries: UN classification,,2014,4.76861171035226
Lebanon,LBN,1995,12.56417697
Lebanon,LBN,1996,13.43730633
Lebanon,LBN,1997,13.06278796
Lebanon,LBN,1998,11.42224362
Lebanon,LBN,1999,10.8696945
Lebanon,LBN,2000,10.86159292
Lebanon,LBN,2001,10.90442335
Lebanon,LBN,2002,10.04646111
Lebanon,LBN,2003,9.3023934
Lebanon,LBN,2004,8.90980781
Lebanon,LBN,2005,8.41980531
Lebanon,LBN,2006,8.83001398
Lebanon,LBN,2007,8.9037559
Lebanon,LBN,2008,8.07052509
Lebanon,LBN,2009,7.42448512
Lebanon,LBN,2010,7.19133602
Lebanon,LBN,2011,7.12492597
Lebanon,LBN,2012,6.9909271
Lebanon,LBN,2013,6.63325169
Lebanon,LBN,2014,6.39370883
Lesotho,LSO,1995,7.4625838
Lesotho,LSO,1996,7.49735218
Lesotho,LSO,1997,6.71880873
Lesotho,LSO,1998,6.84984788
Lesotho,LSO,1999,6.75948852
Lesotho,LSO,2000,6.91527558
Lesotho,LSO,2001,7.52988554
Lesotho,LSO,2002,6.90802017
Lesotho,LSO,2003,7.1297893
Lesotho,LSO,2004,6.96398382
Lesotho,LSO,2005,6.29584414
Lesotho,LSO,2006,7.11552059
Lesotho,LSO,2007,8.46770338
Lesotho,LSO,2008,8.85089519
Lesotho,LSO,2009,9.79523187
Lesotho,LSO,2010,10.87000705
Lesotho,LSO,2011,11.78852824
Lesotho,LSO,2012,11.14497984
Lesotho,LSO,2013,11.07282138
Lesotho,LSO,2014,10.61767672
Liberia,LBR,1998,5.9246469
Liberia,LBR,1999,6.0374042
Liberia,LBR,2000,5.91313981
Liberia,LBR,2001,6.40765167
Liberia,LBR,2002,5.42610813
Liberia,LBR,2003,3.43834059
Liberia,LBR,2004,8.77485716
Liberia,LBR,2005,8.0358831
Liberia,LBR,2006,10.90408771
Liberia,LBR,2007,10.23524323
Liberia,LBR,2008,11.82501159
Liberia,LBR,2009,14.39018881
Liberia,LBR,2010,11.86712183
Liberia,LBR,2011,11.23228864
Liberia,LBR,2012,10.18650065
Liberia,LBR,2013,9.25436605
Liberia,LBR,2014,10.03633328
Libya,LBY,1995,3.27753681
Libya,LBY,1996,3.35009282
Libya,LBY,1997,3.45644575
Libya,LBY,1998,3.90036944
Libya,LBY,1999,3.64702626
Libya,LBY,2000,3.40765496
Libya,LBY,2001,4.05766524
Libya,LBY,2002,4.56836292
Libya,LBY,2003,4.06371504
Libya,LBY,2004,3.46061724
Libya,LBY,2005,2.70538066
Libya,LBY,2006,2.5091272
Libya,LBY,2007,2.62642263
Libya,LBY,2008,2.04113186
Libya,LBY,2009,3.1625065
Libya,LBY,2010,3.05255664
Libya,LBY,2011,4.77000711
Libya,LBY,2012,4.29879351
Libya,LBY,2013,4.33485587
Libya,LBY,2014,4.96893503
Lithuania,LTU,1995,5.37428736
Lithuania,LTU,1996,5.58587674
Lithuania,LTU,1997,5.73900884
Lithuania,LTU,1998,6.07781199
Lithuania,LTU,1999,6.20251838
Lithuania,LTU,2000,6.45834466
Lithuania,LTU,2001,6.26029317
Lithuania,LTU,2002,6.39610514
Lithuania,LTU,2003,6.45979375
Lithuania,LTU,2004,5.67346919
Lithuania,LTU,2005,5.83432657
Lithuania,LTU,2006,6.19588569
Lithuania,LTU,2007,6.22384874
Lithuania,LTU,2008,6.60837899
Lithuania,LTU,2009,7.53257874
Lithuania,LTU,2010,7.09033823
Lithuania,LTU,2011,6.85596808
Lithuania,LTU,2012,6.66789481
Lithuania,LTU,2013,6.59045056
Lithuania,LTU,2014,6.55211709
Low & middle income,,1995,4.87570919330647
Low & middle income,,1996,4.905252805436
Low & middle income,,1997,5.16233459086059
Low & middle income,,1998,5.2177983206279
Low & middle income,,1999,5.20809601152073
Low & middle income,,2000,5.14703496797235
Low & middle income,,2001,5.26592032701084
Low & middle income,,2002,5.17714442491293
Low & middle income,,2003,5.25107636279124
Low & middle income,,2004,5.18567899587486
Low & middle income,,2005,5.31843944441456
Low & middle income,,2006,5.27676686846783
Low & middle income,,2007,5.25900906066798
Low & middle income,,2008,5.4197368081896
Low & middle income,,2009,5.85648684151966
Low & middle income,,2010,5.60933836073067
Low & middle income,,2011,5.56465706759696
Low & middle income,,2012,5.664945805925
Low & middle income,,2013,5.7627749812584
Low & middle income,,2014,5.8034928116599
Low income,,1995,4.45228339520469
Low income,,1996,4.44082033696671
Low income,,1997,4.48516529465185
Low income,,1998,4.67453364039236
Low income,,1999,4.75339298326301
Low income,,2000,4.41181352197673
Low income,,2001,4.96058181616096
Low income,,2002,5.28070484915059
Low income,,2003,5.41722936422674
Low income,,2004,5.66594545622478
Low income,,2005,5.66188963343853
Low income,,2006,6.00973798175457
Low income,,2007,5.600975253154
Low income,,2008,5.5853733012032
Low income,,2009,5.95889941900565
Low income,,2010,6.45629035607749
Low income,,2011,6.30558254176696
Low income,,2012,5.93591940318502
Low income,,2013,5.77236263246016
Low income,,2014,5.74786455479474
Lower middle income,,1995,3.75557750084681
Lower middle income,,1996,3.72847030283245
Lower middle income,,1997,3.89773047223889
Lower middle income,,1998,4.17423262162173
Lower middle income,,1999,3.99215197339805
Lower middle income,,2000,3.99446036512762
Lower middle income,,2001,4.21372364335412
Lower middle income,,2002,4.13731355146343
Lower middle income,,2003,4.19929091160732
Lower middle income,,2004,4.16301375198864
Lower middle income,,2005,4.27261376020952
Lower middle income,,2006,4.28019493320041
Lower middle income,,2007,4.33359707135642
Lower middle income,,2008,4.38742181014268
Lower middle income,,2009,4.49238254874406
Lower middle income,,2010,4.27588564701417
Lower middle income,,2011,4.26624493287569
Lower middle income,,2012,4.37784704002094
Lower middle income,,2013,4.51278288560056
Lower middle income,,2014,4.49619352080609
Luxembourg,LUX,1995,5.56674896
Luxembourg,LUX,1996,5.65222071
Luxembourg,LUX,1997,5.59426504
Luxembourg,LUX,1998,5.66753769
Luxembourg,LUX,1999,5.8271225
Luxembourg,LUX,2000,7.47748018
Luxembourg,LUX,2001,7.40182986
Luxembourg,LUX,2002,8.26666277
Luxembourg,LUX,2003,7.66728887
Luxembourg,LUX,2004,8.20455465
Luxembourg,LUX,2005,7.94570112
Luxembourg,LUX,2006,7.74947883
Luxembourg,LUX,2007,6.79800543
Luxembourg,LUX,2008,7.33859064
Luxembourg,LUX,2009,8.1146262
Luxembourg,LUX,2010,7.68088676
Luxembourg,LUX,2011,7.3409169
Luxembourg,LUX,2012,7.17505184
Luxembourg,LUX,2013,7.09750397
Luxembourg,LUX,2014,6.93787356
Macedonia,MKD,1995,8.38956962
Macedonia,MKD,1996,8.60555412
Macedonia,MKD,1997,9.08510984
Macedonia,MKD,1998,9.99105614
Macedonia,MKD,1999,8.79979905
Macedonia,MKD,2000,8.52082479
Macedonia,MKD,2001,8.18345523
Macedonia,MKD,2002,9.01364237
Macedonia,MKD,2003,9.17089411
Macedonia,MKD,2004,8.64424462
Macedonia,MKD,2005,7.95350493
Macedonia,MKD,2006,7.61320744
Macedonia,MKD,2007,6.89955664
Macedonia,MKD,2008,6.85128427
Macedonia,MKD,2009,6.73638221
Macedonia,MKD,2010,6.83334032
Macedonia,MKD,2011,6.61114716
Macedonia,MKD,2012,6.76264338
Macedonia,MKD,2013,6.0737788
Macedonia,MKD,2014,6.47637457
Madagascar,MDG,1995,4.06524309
Madagascar,MDG,1996,4.5172219
Madagascar,MDG,1997,4.78122195
Madagascar,MDG,1998,4.50876065
Madagascar,MDG,1999,4.54694228
Madagascar,MDG,2000,5.0805986
Madagascar,MDG,2001,5.17201954
Madagascar,MDG,2002,5.29448848
Madagascar,MDG,2003,4.81306658
Madagascar,MDG,2004,4.8875444
Madagascar,MDG,2005,5.03002085
Madagascar,MDG,2006,5.11190088
Madagascar,MDG,2007,4.98399653
Madagascar,MDG,2008,4.49573889
Madagascar,MDG,2009,4.70033897
Madagascar,MDG,2010,4.86435014
Madagascar,MDG,2011,4.2355947
Madagascar,MDG,2012,3.45623205
