	Year	Country Code	GDP
0	1960	ABW	
1	1961	ABW	
2	1962	ABW	
3	1963	ABW	
4	1964	ABW	
5	1965	ABW	
6	1966	ABW	
7	1967	ABW	
8	1968	ABW	
9	1969	ABW	
10	1970	ABW	
11	1971	ABW	
12	1972	ABW	
13	1973	ABW	
14	1974	ABW	
15	1975	ABW	
16	1976	ABW	
17	1977	ABW	
18	1978	ABW	
19	1979	ABW	
20	1980	ABW	
21	1981	ABW	
22	1982	ABW	
23	1983	ABW	
24	1984	ABW	
25	1985	ABW	
26	1986	ABW	6472.502029204069
27	1987	ABW	7885.79654466735
28	1988	ABW	9764.789978793286
29	1989	ABW	11392.455810576428
30	1990	ABW	12307.311737831438
31	1991	ABW	13496.003385141075
32	1992	ABW	14046.503996561916
33	1993	ABW	14936.827039275966
34	1994	ABW	16241.046324711673
35	1995	ABW	16439.356360928185
36	1996	ABW	16586.068435754187
37	1997	ABW	17927.749635208624
38	1998	ABW	19078.34319075149
39	1999	ABW	19356.20338949007
40	2000	ABW	20620.700625917478
41	2001	ABW	20669.031968864514
42	2002	ABW	20436.887128630886
43	2003	ABW	20833.761611669393
44	2004	ABW	22569.97498518014
45	2005	ABW	23300.039557569555
46	2006	ABW	24045.749420685817
47	2007	ABW	25835.643142488454
48	2008	ABW	27086.039847345855
49	2009	ABW	24630.939268077294
50	2010	ABW	23512.602595639666
51	2011	ABW	24984.279446866443
52	2012	ABW	24709.602264721914
53	2013	ABW	25018.308951806484
54	2014	ABW	25528.403780442808
55	2015	ABW	25796.38025063823
56	2016	ABW	25251.639677755393
57	2017	ABW	25655.102021753657
58	2018	ABW	
59	1960	AFG	59.777326508393365
60	1961	AFG	59.87815280894715
61	1962	AFG	58.49287383234792
62	1963	AFG	78.78275803628915
63	1964	AFG	82.20844385944005
64	1965	AFG	101.29047127416686
65	1966	AFG	137.8993618969542
66	1967	AFG	161.3220000884807
67	1968	AFG	129.5066538442509
68	1969	AFG	129.79854140837475
69	1970	AFG	157.18742238923258
70	1971	AFG	160.37283555415425
71	1972	AFG	136.1170143811993
72	1973	AFG	144.11031892926619
73	1974	AFG	174.94203831953956
74	1975	AFG	187.9756040137258
75	1976	AFG	199.02617272905144
76	1977	AFG	226.00534375930474
77	1978	AFG	249.2873862617944
78	1979	AFG	277.90074166507793
79	1980	AFG	274.88085870152054
80	1981	AFG	266.49304180870485
81	1982	AFG	
82	1983	AFG	
83	1984	AFG	
84	1985	AFG	
85	1986	AFG	
86	1987	AFG	
87	1988	AFG	
88	1989	AFG	
89	1990	AFG	
90	1991	AFG	
91	1992	AFG	
92	1993	AFG	
93	1994	AFG	
94	1995	AFG	
95	1996	AFG	
96	1997	AFG	
97	1998	AFG	
98	1999	AFG	
99	2000	AFG	
100	2001	AFG	
101	2002	AFG	184.49471212204946
102	2003	AFG	195.7766303415506
103	2004	AFG	216.70812885122908
104	2005	AFG	247.66413995963808
105	2006	AFG	269.2296930181233
106	2007	AFG	366.23044324286366
107	2008	AFG	370.38229397737433
108	2009	AFG	444.18440407545
109	2010	AFG	550.5149739763357
110	2011	AFG	599.2976297571101
111	2012	AFG	648.5110695876332
112	2013	AFG	647.966460473683
113	2014	AFG	625.3395388284999
114	2015	AFG	590.0764738325753
115	2016	AFG	549.5827599216423
116	2017	AFG	550.0684587638524
117	2018	AFG	
118	1960	AGO	
119	1961	AGO	
120	1962	AGO	
121	1963	AGO	
122	1964	AGO	
123	1965	AGO	
124	1966	AGO	
125	1967	AGO	
126	1968	AGO	
127	1969	AGO	
128	1970	AGO	
129	1971	AGO	
130	1972	AGO	
131	1973	AGO	
132	1974	AGO	
133	1975	AGO	
134	1976	AGO	
135	1977	AGO	
136	1978	AGO	
137	1979	AGO	
138	1980	AGO	664.117560200257
139	1981	AGO	600.4087655413263
140	1982	AGO	579.2520008970997
141	1983	AGO	582.4201264980668
142	1984	AGO	596.6024672420292
143	1985	AGO	711.9927001047105
144	1986	AGO	647.5633536859056
145	1987	AGO	720.5989384879432
146	1988	AGO	761.6184576625507
147	1989	AGO	862.5090576578036
148	1990	AGO	922.550169956192
149	1991	AGO	844.6911343066247
150	1992	AGO	640.6222978790647
151	1993	AGO	430.38159527887336
152	1994	AGO	320.65779202335665
153	1995	AGO	388.1667663429629
154	1996	AGO	512.6209658876722
155	1997	AGO	506.8849521934432
156	1998	AGO	419.639845318854
157	1999	AGO	385.7688534728544
158	2000	AGO	555.296941863334
159	2001	AGO	526.1687429968542
160	2002	AGO	869.8514850218639
161	2003	AGO	978.5389338872908
162	2004	AGO	1248.4049058911326
163	2005	AGO	1890.849726815689
164	2006	AGO	2585.1335220492897
165	2007	AGO	3108.2686431789352
166	2008	AGO	4068.9784564636057
167	2009	AGO	3117.896943924837
168	2010	AGO	3585.9055525686827
169	2011	AGO	4615.867474570038
170	2012	AGO	5102.489969315891
171	2013	AGO	5258.407376444329
172	2014	AGO	5412.692347617796
173	2015	AGO	4170.730358294128
174	2016	AGO	3509.604211422733
175	2017	AGO	4100.289785717221
176	2018	AGO	
177	1960	ALB	
178	1961	ALB	
179	1962	ALB	
180	1963	ALB	
181	1964	ALB	
182	1965	ALB	
183	1966	ALB	
184	1967	ALB	
185	1968	ALB	
186	1969	ALB	
187	1970	ALB	
188	1971	ALB	
189	1972	ALB	
190	1973	ALB	
191	1974	ALB	
192	1975	ALB	
193	1976	ALB	
194	1977	ALB	
195	1978	ALB	
196	1979	ALB	
197	1980	ALB	
198	1981	ALB	
199	1982	ALB	
200	1983	ALB	
201	1984	ALB	639.4847358482104
202	1985	ALB	639.8659094457344
203	1986	ALB	693.8734746338873
204	1987	ALB	674.7933830694916
205	1988	ALB	652.774321396566
206	1989	ALB	697.9955965765195
207	1990	ALB	617.2304355155054
208	1991	ALB	336.5869945046292
209	1992	ALB	200.852219772323
210	1993	ALB	367.27922507758115
211	1994	ALB	586.4163396442615
212	1995	ALB	750.6044491788258
213	1996	ALB	1009.9772748382063
214	1997	ALB	717.3800477456734
215	1998	ALB	813.789396580449
216	1999	ALB	1033.2425316241793
217	2000	ALB	1126.6833401071663
218	2001	ALB	1281.6598256178013
219	2002	ALB	1425.1242186014215
220	2003	ALB	1846.120120812074
221	2004	ALB	2373.5812917005464
222	2005	ALB	2673.7865842955907
223	2006	ALB	2972.742923997986
224	2007	ALB	3595.038056828926
225	2008	ALB	4370.539924776899
226	2009	ALB	4114.134899163423
227	2010	ALB	4094.3602035923504
228	2011	ALB	4437.177794486516
229	2012	ALB	4247.614342362923
230	2013	ALB	4413.082886884081
231	2014	ALB	4578.66793446159
232	2015	ALB	3952.830781165856
233	2016	ALB	4131.872340652723
234	2017	ALB	4537.579055564222
235	2018	ALB	
236	1960	AND	
237	1961	AND	
238	1962	AND	
239	1963	AND	
240	1964	AND	
241	1965	AND	
242	1966	AND	
243	1967	AND	
244	1968	AND	
245	1969	AND	
246	1970	AND	3238.556849773285
247	1971	AND	3498.1736515231987
248	1972	AND	4217.17358114253
249	1973	AND	5342.168560442084
250	1974	AND	6319.739033848371
251	1975	AND	7169.1010055955585
252	1976	AND	7152.375133610508
253	1977	AND	7751.3702157589105
254	1978	AND	9129.706185180796
255	1979	AND	11820.849392832532
256	1980	AND	12377.411645687676
257	1981	AND	10372.232834745
258	1982	AND	9610.266308315746
259	1983	AND	8022.654781281614
260	1984	AND	7728.906694569428
261	1985	AND	7774.393829034777
262	1986	AND	10361.815982025491
263	1987	AND	12616.167565928967
264	1988	AND	14304.356964578456
265	1989	AND	15166.437850753999
266	1990	AND	18878.505969298818
267	1991	AND	19532.54015045249
268	1992	AND	20547.711789789653
269	1993	AND	16516.471027220377
270	1994	AND	16234.809010201207
271	1995	AND	18461.064858151207
272	1996	AND	19017.17459022409
273	1997	AND	18353.059721847323
274	1998	AND	18894.52149632267
275	1999	AND	19261.710503888582
276	2000	AND	21936.530101470806
277	2001	AND	22228.846492892182
278	2002	AND	24741.493570456154
279	2003	AND	32776.4422698769
280	2004	AND	38503.47961448565
281	2005	AND	41282.020121978516
282	2006	AND	43748.77215889994
283	2007	AND	48582.80845508659
284	2008	AND	47785.6590856793
285	2009	AND	43339.37987465426
286	2010	AND	39736.3540626699
287	2011	AND	41098.76694172277
288	2012	AND	38391.08086697853
289	2013	AND	40619.71129777953
290	2014	AND	42294.99472697166
291	2015	AND	36038.267604459594
292	2016	AND	37231.81567141542
293	2017	AND	39146.54883609055
294	2018	AND	
295	1960	ARB	
296	1961	ARB	
297	1962	ARB	
298	1963	ARB	
299	1964	ARB	
300	1965	ARB	
301	1966	ARB	
302	1967	ARB	
303	1968	ARB	221.318655298764
304	1969	ARB	236.37413549776792
305	1970	ARB	259.03818812191315
306	1971	ARB	291.97828919422415
307	1972	ARB	338.7725290524179
308	1973	ARB	417.33307612559514
309	1974	ARB	770.6224498674497
310	1975	ARB	827.275247795746
311	1976	ARB	996.6210186652548
312	1977	ARB	1113.388021518238
313	1978	ARB	1182.880732640756
314	1979	ARB	1549.920468396093
315	1980	ARB	2041.4618417361253
316	1981	ARB	2032.459252337453
317	1982	ARB	1847.2446342361538
318	1983	ARB	1682.7032233357677
319	1984	ARB	1655.7276869867037
320	1985	ARB	1590.227163117644
321	1986	ARB	1473.513605708444
322	1987	ARB	1526.051826290046
323	1988	ARB	1458.7552944482547
324	1989	ARB	1487.7391129061164
325	1990	ARB	1988.5678577178037
326	1991	ARB	1908.9792663789606
327	1992	ARB	2006.79584442971
328	1993	ARB	1977.4615273700342
329	1994	ARB	1970.860558712835
330	1995	ARB	2054.384317503385
331	1996	ARB	2217.417325023943
332	1997	ARB	2301.161730115275
333	1998	ARB	2173.4210242535214
334	1999	ARB	2317.0384731676636
335	2000	ARB	2590.222438180357
336	2001	ARB	2495.939884144407
337	2002	ARB	2463.3985870873844
338	2003	ARB	2722.3787263853787
339	2004	ARB	3119.1648874433117
340	2005	ARB	3747.312977178338
341	2006	ARB	4338.385738356334
342	2007	ARB	4939.5300001820115
343	2008	ARB	6116.581228995344
344	2009	ARB	5159.342763141278
345	2010	ARB	5918.315890949688
346	2011	ARB	6856.035033356072
347	2012	ARB	7465.135229654277
348	2013	ARB	7510.729986394581
349	2014	ARB	7456.598172696123
350	2015	ARB	6429.128603770199
351	2016	ARB	6185.063513541154
352	2017	ARB	6239.713933379921
353	2018	ARB	
354	1960	ARE	
355	1961	ARE	
356	1962	ARE	
357	1963	ARE	
358	1964	ARE	
359	1965	ARE	
360	1966	ARE	
361	1967	ARE	
362	1968	ARE	
363	1969	ARE	
364	1970	ARE	
365	1971	ARE	
366	1972	ARE	
367	1973	ARE	
368	1974	ARE	
369	1975	ARE	26556.080029911012
370	1976	ARE	29698.16922209931
371	1977	ARE	33245.83609863739
372	1978	ARE	27897.327093577238
373	1979	ARE	32798.47823385384
374	1980	ARE	41825.995457574034
375	1981	ARE	44012.33306727902
376	1982	ARE	39193.74097262791
377	1983	ARE	34159.03735267071
378	1984	ARE	31709.254334090536
379	1985	ARE	29189.16778923041
380	1986	ARE	23056.104527180796
381	1987	ARE	23312.929526161286
382	1988	ARE	21907.59797736049
383	1989	ARE	23612.745196968364
384	1990	ARE	27256.29094283517
385	1991	ARE	26168.266623103555
386	1992	ARE	25993.55800776704
387	1993	ARE	25199.349577144643
388	1994	ARE	25467.192219063458
389	1995	ARE	26847.080053194964
390	1996	ARE	28615.582141012645
391	1997	ARE	29199.52461085904
392	1998	ARE	26663.308704518564
393	1999	ARE	28260.005016782838
394	2000	ARE	33071.2686869422
395	2001	ARE	31061.529345423485
396	2002	ARE	31311.359356215224
397	2003	ARE	33230.52318072911
398	2004	ARE	36161.17060682912
399	2005	ARE	39439.801967928426
400	2006	ARE	42372.22166236575
401	2007	ARE	42672.613229485716
402	2008	ARE	45758.90553566272
403	2009	ARE	33072.57516637189
404	2010	ARE	35037.89267313216
405	2011	ARE	40434.36635030011
406	2012	ARE	42086.68995323302
407	2013	ARE	43315.14149216534
408	2014	ARE	44443.06151419412
409	2015	ARE	39122.04970542719
410	2016	ARE	38517.800385802926
411	2017	ARE	40698.849336036765
412	2018	ARE	
413	1960	ARG	
414	1961	ARG	
415	1962	ARG	1148.579957066632
416	1963	ARG	845.0771842022473
417	1964	ARG	1166.3173995761629
418	1965	ARG	1272.010496007964
419	1966	ARG	1266.344988581511
420	1967	ARG	1057.7556614712037
421	1968	ARG	1136.5178322316679
422	1969	ARG	1324.082934707008
423	1970	ARG	1317.4877550266908
424	1971	ARG	1366.3547264944261
425	1972	ARG	1401.487794543184
426	1973	ARG	2083.972218128866
427	1974	ARG	2824.650915188439
428	1975	ARG	2011.6890403248785
429	1976	ARG	1932.5907820740017
430	1977	ARG	2112.50117336788
431	1978	ARG	2129.313793112979
432	1979	ARG	2501.4807528773595
433	1980	ARG	2738.284723184973
434	1981	ARG	2756.3969813236213
435	1982	ARG	2907.7576270115605
436	1983	ARG	3530.131783141681
437	1984	ARG	2643.369398131555
438	1985	ARG	2909.516610134061
439	1986	ARG	3595.0858982316618
440	1987	ARG	3546.718820155638
441	1988	ARG	3969.327411662819
442	1989	ARG	2375.3391027255543
443	1990	ARG	4318.774699507727
444	1991	ARG	5715.5043965730265
445	1992	ARG	6798.026762729305
446	1993	ARG	6940.35035806909
447	1994	ARG	7449.480389772417
448	1995	ARG	7373.428245682346
449	1996	ARG	7683.574064837736
450	1997	ARG	8172.664323061729
451	1998	ARG	8248.761988643435
452	1999	ARG	7736.369622540539
453	2000	ARG	7669.273915540658
454	2001	ARG	7170.69467365192
455	2002	ARG	2579.193168212092
456	2003	ARG	3330.4370058354807
457	2004	ARG	4251.5743481987265
458	2005	ARG	5076.883829172896
459	2006	ARG	5878.761027352075
460	2007	ARG	7193.617639735218
461	2008	ARG	8953.35927526277
462	2009	ARG	8161.30696648652
463	2010	ARG	10276.260497705338
464	2011	ARG	12726.908359473055
465	2012	ARG	12969.70712389689
466	2013	ARG	12976.636424541095
467	2014	ARG	12245.256448769624
468	2015	ARG	13698.293438485662
469	2016	ARG	12654.354998995825
470	2017	ARG	14398.358770905534
471	2018	ARG	
472	1960	ARM	
473	1961	ARM	
474	1962	ARM	
475	1963	ARM	
476	1964	ARM	
477	1965	ARM	
478	1966	ARM	
479	1967	ARM	
480	1968	ARM	
481	1969	ARM	
482	1970	ARM	
483	1971	ARM	
484	1972	ARM	
485	1973	ARM	
486	1974	ARM	
487	1975	ARM	
488	1976	ARM	
489	1977	ARM	
490	1978	ARM	
491	1979	ARM	
492	1980	ARM	
493	1981	ARM	
494	1982	ARM	
495	1983	ARM	
496	1984	ARM	
497	1985	ARM	
498	1986	ARM	
499	1987	ARM	
500	1988	ARM	
501	1989	ARM	
502	1990	ARM	637.8557411616305
503	1991	ARM	590.1222257416058
504	1992	ARM	369.63336812868414
505	1993	ARM	357.2043398713672
506	1994	ARM	400.51609188614316
507	1995	ARM	456.3758997546453
508	1996	ARM	504.0595140414938
509	1997	ARM	523.2835690960032
510	1998	ARM	609.1730253910074
511	1999	ARM	597.433481734807
512	2000	ARM	622.7427476879831
513	2001	ARM	694.4305119322684
514	2002	ARM	783.2616098699974
515	2003	ARM	930.166156701539
516	2004	ARM	1191.9619199070585
517	2005	ARM	1643.75854298145
518	2006	ARM	2158.0029089545706
519	2007	ARM	3138.8087034124796
520	2008	ARM	4010.026997226932
521	2009	ARM	2993.8325310903333
522	2010	ARM	3218.381654884653
523	2011	ARM	3526.978142676595
524	2012	ARM	3684.8048103264896
525	2013	ARM	3843.5912130934043
526	2014	ARM	3994.712354795662
527	2015	ARM	3617.9357455517584
528	2016	ARM	3605.743116842559
529	2017	ARM	3936.798319652869
530	2018	ARM	
531	1960	ASM	
532	1961	ASM	
533	1962	ASM	
534	1963	ASM	
535	1964	ASM	
536	1965	ASM	
537	1966	ASM	
538	1967	ASM	
539	1968	ASM	
540	1969	ASM	
541	1970	ASM	
542	1971	ASM	
543	1972	ASM	
544	1973	ASM	
545	1974	ASM	
546	1975	ASM	
547	1976	ASM	
548	1977	ASM	
549	1978	ASM	
550	1979	ASM	
551	1980	ASM	
552	1981	ASM	
553	1982	ASM	
554	1983	ASM	
555	1984	ASM	
556	1985	ASM	
557	1986	ASM	
558	1987	ASM	
559	1988	ASM	
560	1989	ASM	
561	1990	ASM	
562	1991	ASM	
563	1992	ASM	
564	1993	ASM	
565	1994	ASM	
566	1995	ASM	
567	1996	ASM	
568	1997	ASM	
569	1998	ASM	
570	1999	ASM	
571	2000	ASM	
572	2001	ASM	
573	2002	ASM	8751.766528749724
574	2003	ASM	8914.525432616676
575	2004	ASM	8639.308855291576
576	2005	ASM	8508.40691498359
577	2006	ASM	8456.947996589939
578	2007	ASM	8980.536414348135
579	2008	ASM	9871.997194459056
580	2009	ASM	12058.263823430025
581	2010	ASM	10352.822761831156
582	2011	ASM	10375.994215473607
583	2012	ASM	11660.329531051964
584	2013	ASM	11589.853002332435
585	2014	ASM	11598.751736205062
586	2015	ASM	11901.97525973675
587	2016	ASM	11744.815554236588
588	2017	ASM	11394.475296993225
589	2018	ASM	
590	1960	ATG	
591	1961	ATG	
592	1962	ATG	
593	1963	ATG	
594	1964	ATG	
595	1965	ATG	
596	1966	ATG	
597	1967	ATG	
598	1968	ATG	
599	1969	ATG	
600	1970	ATG	
601	1971	ATG	
602	1972	ATG	
603	1973	ATG	
604	1974	ATG	
605	1975	ATG	
606	1976	ATG	
607	1977	ATG	1063.4202909599135
608	1978	ATG	1198.5071938448732
609	1979	ATG	1483.5161963998596
610	1980	ATG	1789.5894265769812
611	1981	ATG	2023.3998637457155
612	1982	ATG	2268.7897373135056
613	1983	ATG	2542.527016889724
614	1984	ATG	2946.240315253394
615	1985	ATG	3452.52249598485
616	1986	ATG	4220.961512894254
617	1987	ATG	4969.782030390623
618	1988	ATG	5944.670699659664
619	1989	ATG	6585.840402817454
620	1990	ATG	6889.00472125598
621	1991	ATG	7156.853554938152
622	1992	ATG	7296.551713126019
623	1993	ATG	7652.1028254655175
624	1994	ATG	8218.597716499527
625	1995	ATG	7841.463843120207
626	1996	ATG	8379.576969337242
627	1997	ATG	8755.15664714741
628	1998	ATG	9115.234346192003
629	1999	ATG	9363.186445234689
630	2000	ATG	9932.02968138506
631	2001	ATG	9414.160591220092
632	2002	ATG	9443.06359056527
633	2003	ATG	9801.966934686969
634	2004	ATG	10419.311132177532
635	2005	ATG	11452.738777117567
636	2006	ATG	12812.764437619531
637	2007	ATG	14350.918887831047
638	2008	ATG	14797.368491244764
639	2009	ATG	13082.281806175437
640	2010	ATG	12174.6978007682
641	2011	ATG	11931.203998741685
642	2012	ATG	12517.557936745763
643	2013	ATG	12194.549591708159
644	2014	ATG	12900.903003230791
645	2015	ATG	13602.421238427662
646	2016	ATG	14506.603541231278
647	2017	ATG	14803.010927545196
648	2018	ATG	
649	1960	AUS	1807.3497840702241
650	1961	AUS	1874.3047677029256
651	1962	AUS	1851.4248162113165
652	1963	AUS	1963.6390786575578
653	1964	AUS	2127.566901593953
654	1965	AUS	2277.066675509797
655	1966	AUS	2339.861937764229
656	1967	AUS	2575.6200773301093
657	1968	AUS	2719.4297971224237
658	1969	AUS	2986.2188893331554
659	1970	AUS	3299.0372966455166
660	1971	AUS	3489.0866012954057
661	1972	AUS	3942.8124195443916
662	1973	AUS	4762.47930449704
663	1974	AUS	6471.554164831259
664	1975	AUS	6992.538975362106
665	1976	AUS	7474.862358484762
666	1977	AUS	7763.130771954408
667	1978	AUS	8239.95482475188
668	1979	AUS	9279.25359480482
669	1980	AUS	10191.816060433473
670	1981	AUS	11830.865317835238
671	1982	AUS	12763.323606396923
672	1983	AUS	11515.806465883883
673	1984	AUS	12428.857933816169
674	1985	AUS	11434.889888360252
675	1986	AUS	11360.52765676495
676	1987	AUS	11623.35967040919
677	1988	AUS	14257.022162372963
678	1989	AUS	17801.26826665856
679	1990	AUS	18214.836984313486
680	1991	AUS	18824.247403828773
681	1992	AUS	18569.76879409432
682	1993	AUS	17633.381380407947
683	1994	AUS	18045.439060435438
684	1995	AUS	20319.63062839557
685	1996	AUS	21861.325509869977
686	1997	AUS	23468.5968306374
687	1998	AUS	21318.964169431812
688	1999	AUS	20521.777570592847
689	2000	AUS	21669.410913093976
690	2001	AUS	19482.567902664687
691	2002	AUS	20074.229312948126
692	2003	AUS	23437.31214543267
693	2004	AUS	30401.554786294415
694	2005	AUS	33961.681801921695
695	2006	AUS	36019.20305118798
696	2007	AUS	40905.47089368447
697	2008	AUS	49535.257873776856
698	2009	AUS	42709.80330347866
699	2010	AUS	51936.888711646105
700	2011	AUS	62411.78544739608
701	2012	AUS	67864.68986246719
702	2013	AUS	67990.29003047975
703	2014	AUS	62327.55593903327
704	2015	AUS	56561.41238180537
705	2016	AUS	49896.68110092457
706	2017	AUS	53799.93808995987
707	2018	AUS	
708	1960	AUT	935.4604268504154
709	1961	AUT	1031.8150043290987
710	1962	AUT	1087.8342434189017
711	1963	AUT	1167.0005324458452
712	1964	AUT	1269.4125828925592
713	1965	AUT	1374.5321398607475
714	1966	AUT	1486.9686060056572
715	1967	AUT	1569.6671828996664
716	1968	AUT	1677.6735280427151
717	1969	AUT	1825.3861255212357
718	1970	AUT	2058.769079226071
719	1971	AUT	2380.9784433324617
720	1972	AUT	2924.048871100571
721	1973	AUT	3890.72245647634
722	1974	AUT	4630.757207067104
723	1975	AUT	5285.620724141213
724	1976	AUT	5678.386637822733
725	1977	AUT	6810.6277286986
726	1978	AUT	8205.468927028225
727	1979	AUT	9793.76530724628
728	1980	AUT	10869.546423609941
729	1981	AUT	9385.249018321461
730	1982	AUT	9410.347224579853
731	1983	AUT	9537.407430564137
732	1984	AUT	8991.065076010165
733	1985	AUT	9172.096768809759
734	1986	AUT	13083.072697824256
735	1987	AUT	16392.769566581264
736	1988	AUT	17578.618939739667
737	1989	AUT	17468.946191855408
738	1990	AUT	21680.98968636264
739	1991	AUT	22410.91173627041
740	1992	AUT	24880.164070124996
741	1993	AUT	24081.527807764585
742	1994	AUT	25646.70065916842
743	1995	AUT	30325.849581839615
744	1996	AUT	29809.076773082146
745	1997	AUT	26705.47859938913
746	1998	AUT	27361.875110643698
747	1999	AUT	27174.29715597754
748	2000	AUT	24564.45829484036
749	2001	AUT	24537.51426298829
750	2002	AUT	26401.74545643567
751	2003	AUT	32222.89724116554
752	2004	AUT	36821.52146800933
753	2005	AUT	38403.13387707148
754	2006	AUT	40635.281815972434
755	2007	AUT	46855.77174520952
756	2008	AUT	51708.76575417583
757	2009	AUT	47963.179402321686
758	2010	AUT	46858.043273371695
759	2011	AUT	51374.95840669338
760	2012	AUT	48567.69528642002
761	2013	AUT	50716.70870628636
762	2014	AUT	51704.54118759212
763	2015	AUT	44206.78428208336
764	2016	AUT	44731.0108553361
765	2017	AUT	47290.911649831585
766	2018	AUT	
767	1960	AZE	
768	1961	AZE	
769	1962	AZE	
770	1963	AZE	
771	1964	AZE	
772	1965	AZE	
773	1966	AZE	
774	1967	AZE	
775	1968	AZE	
776	1969	AZE	
777	1970	AZE	
778	1971	AZE	
779	1972	AZE	
780	1973	AZE	
781	1974	AZE	
782	1975	AZE	
783	1976	AZE	
784	1977	AZE	
785	1978	AZE	
786	1979	AZE	
787	1980	AZE	
788	1981	AZE	
789	1982	AZE	
790	1983	AZE	
791	1984	AZE	
792	1985	AZE	
793	1986	AZE	
794	1987	AZE	
795	1988	AZE	
796	1989	AZE	
797	1990	AZE	1266.0209669273556
798	1991	AZE	1131.3973548368215
799	1992	AZE	673.331933978983
800	1993	AZE	529.8136618432869
801	1994	AZE	436.21686896693416
802	1995	AZE	397.198116117247
803	1996	AZE	409.2107551596181
804	1997	AZE	505.56377472197937
805	1998	AZE	561.907035403795
806	1999	AZE	573.8932965858459
807	2000	AZE	655.097432602586
808	2001	AZE	703.6838434327225
809	2002	AZE	763.0806379853581
810	2003	AZE	883.6439965471696
811	2004	AZE	1045.0093791680526
812	2005	AZE	1578.4023902960269
813	2006	AZE	2473.0818186353627
814	2007	AZE	3851.4378687117223
815	2008	AZE	5574.603802186126
816	2009	AZE	4950.294791423751
817	2010	AZE	5842.805783585763
818	2011	AZE	7189.691229207655
819	2012	AZE	7496.294647682631
820	2013	AZE	7875.756952542878
821	2014	AZE	7891.313147499859
822	2015	AZE	5500.31038244408
823	2016	AZE	3880.7387308955604
824	2017	AZE	4131.618310050547
825	2018	AZE	
826	1960	BDI	70.34907860648518
827	1961	BDI	71.48727772914137
828	1962	BDI	73.78176494961933
829	1963	BDI	78.90028360033439
830	1964	BDI	86.60319463648082
831	1965	BDI	51.657364677122466
832	1966	BDI	52.476722956178335
833	1967	BDI	55.13168671253818
834	1968	BDI	55.243404187823955
835	1969	BDI	56.07888141787279
836	1970	BDI	70.2431270893069
837	1971	BDI	72.12955294125126
838	1972	BDI	69.63919254698695
839	1973	BDI	85.04700014591225
840	1974	BDI	95.41395105089201
841	1975	BDI	114.66358563207964
842	1976	BDI	119.90739092071988
843	1977	BDI	143.2891278368896
844	1978	BDI	155.9176618428981
845	1979	BDI	194.97538606952034
846	1980	BDI	223.40722618145682
847	1981	BDI	229.45818667304414
848	1982	BDI	233.817671036511
849	1983	BDI	243.423806639733
850	1984	BDI	215.94418627534336
851	1985	BDI	244.56893752096826
852	1986	BDI	248.21013392689738
853	1987	BDI	226.849715785079
854	1988	BDI	210.75009589020493
855	1989	BDI	210.9695202922355
856	1990	BDI	209.0516151611972
857	1991	BDI	210.6438771995305
858	1992	BDI	191.3109129814407
859	1993	BDI	162.63522495353104
860	1994	BDI	157.54300145661705
861	1995	BDI	167.7991716761697
862	1996	BDI	143.85329328724467
863	1997	BDI	159.17552812323248
864	1998	BDI	144.4746121911009
865	1999	BDI	128.69643974392912
866	2000	BDI	135.99844546572467
867	2001	BDI	133.74276892649053
868	2002	BDI	122.43358929636565
869	2003	BDI	112.8493702921952
870	2004	BDI	127.42966480329619
871	2005	BDI	150.48761346247193
872	2006	BDI	165.9047484643182
873	2007	BDI	170.8151515023312
874	2008	BDI	196.27180786032915
875	2009	BDI	209.85376211621076
876	2010	BDI	231.7955369211384
877	2011	BDI	247.22937911122867
878	2012	BDI	250.36273655108272
879	2013	BDI	255.37269098180425
880	2014	BDI	273.5382849893122
881	2015	BDI	304.3742207153242
882	2016	BDI	281.18133762577827
883	2017	BDI	292.0052103383258
884	2018	BDI	
885	1960	BEL	1273.6916591028862
886	1961	BEL	1350.1976733312283
887	1962	BEL	1438.523233068398
888	1963	BEL	1535.0237290104324
889	1964	BEL	1701.846275543195
890	1965	BEL	1835.5947655319421
891	1966	BEL	1957.6260804276205
892	1967	BEL	2086.636005446544
893	1968	BEL	2222.3615105191348
894	1969	BEL	2458.081820037733
895	1970	BEL	2780.6961867832715
896	1971	BEL	3099.430157945388
897	1972	BEL	3852.141729332894
898	1973	BEL	4927.195923494802
899	1974	BEL	5764.489883192455
900	1975	BEL	6737.248250693243
901	1976	BEL	7281.817735364298
902	1977	BEL	8472.054468279099
903	1978	BEL	10344.847132644785
904	1979	BEL	11873.835404482128
905	1980	BEL	12932.860596457727
906	1981	BEL	10679.663892360735
907	1982	BEL	9393.876691930762
908	1983	BEL	8893.586130039954
909	1984	BEL	8502.53859675867
910	1985	BEL	8797.659678861351
911	1986	BEL	12235.184137448216
912	1987	BEL	15216.871017215637
913	1988	BEL	16478.831592157032
914	1989	BEL	16613.516652258022
915	1990	BEL	20710.644343080563
916	1991	BEL	21154.2918385501
917	1992	BEL	23497.72740674225
918	1993	BEL	22403.216818000834
919	1994	BEL	24338.137701816122
920	1995	BEL	28565.919151606613
921	1996	BEL	27701.90328705904
922	1997	BEL	25027.744589068232
923	1998	BEL	25541.674723365584
924	1999	BEL	25444.139258307096
925	2000	BEL	23207.40591100777
926	2001	BEL	23121.601144024637
927	2002	BEL	25052.33939008549
