	Year	Country Code	GDP
7205	1967	KIR	
7206	1968	KIR	
7207	1969	KIR	
7208	1970	KIR	279.32470093973336
7209	1971	KIR	293.67866369307984
7210	1972	KIR	358.4833966777939
7211	1973	KIR	591.5726014062595
7212	1974	KIR	1574.7917317435288
7213	1975	KIR	998.4197101950887
7214	1976	KIR	734.4019418635241
7215	1977	KIR	682.0640633107232
7216	1978	KIR	784.0523451289489
7217	1979	KIR	728.4751211340179
7218	1980	KIR	652.447033879644
7219	1981	KIR	687.9716635785085
7220	1982	KIR	665.9892667837786
7221	1983	KIR	612.5799416823895
7222	1984	KIR	657.152244033346
7223	1985	KIR	501.93191575735773
7224	1986	KIR	489.72132081757997
7225	1987	KIR	499.6764584521596
7226	1988	KIR	621.9008827444306
7227	1989	KIR	580.2952533321335
7228	1990	KIR	549.7643854291948
7229	1991	KIR	644.710845072179
7230	1992	KIR	638.4725667944067
7231	1993	KIR	619.6545733964113
7232	1994	KIR	715.1671148447335
7233	1995	KIR	724.7913054035005
7234	1996	KIR	842.9591391137183
7235	1997	KIR	842.2812480086066
7236	1998	KIR	801.1629805080897
7237	1999	KIR	832.0547943075009
7238	2000	KIR	796.7937634413612
7239	2001	KIR	734.9492460797861
7240	2002	KIR	826.5855040111344
7241	2003	KIR	1015.0386050964833
7242	2004	KIR	1130.602806106348
7243	2005	KIR	1214.5566667049216
7244	2006	KIR	1169.4774003716968
7245	2007	KIR	1377.5346839964357
7246	2008	KIR	1432.7774309252864
7247	2009	KIR	1316.721613963928
7248	2010	KIR	1520.8753385085358
7249	2011	KIR	1736.2119952859732
7250	2012	KIR	1784.4289307933802
7251	2013	KIR	1705.5689096281174
7252	2014	KIR	1626.8938719032226
7253	2015	KIR	1522.3061947772903
7254	2016	KIR	1558.8869533636323
7255	2017	KIR	1594.2928704342166
7256	2018	KIR	
7257	1960	KNA	241.55803519816195
7258	1961	KNA	243.84641076753556
7259	1962	KNA	246.07703476138443
7260	1963	KNA	253.9975534840195
7261	1964	KNA	268.70728744327687
7262	1965	KNA	276.2208380146641
7263	1966	KNA	299.207539180624
7264	1967	KNA	353.3629854788176
7265	1968	KNA	314.64161027541917
7266	1969	KNA	348.0915359950806
7267	1970	KNA	363.15027291968363
7268	1971	KNA	441.05509496132737
7269	1972	KNA	517.6386119998349
7270	1973	KNA	545.9883197202549
7271	1974	KNA	710.8988362058645
7272	1975	KNA	753.5471880824639
7273	1976	KNA	681.6979771327142
7274	1977	KNA	1012.624317914018
7275	1978	KNA	1131.1338233412232
7276	1979	KNA	1353.9973443310075
7277	1980	KNA	1584.337284750615
7278	1981	KNA	1882.2180941645288
7279	1982	KNA	2011.641142100896
7280	1983	KNA	2042.1130055352705
7281	1984	KNA	2331.3927463662644
7282	1985	KNA	2642.2526889825103
7283	1986	KNA	3134.1482511842487
7284	1987	KNA	3573.039910360894
7285	1988	KNA	4207.181388273064
7286	1989	KNA	4712.555611765687
7287	1990	KNA	5320.539446975015
7288	1991	KNA	5377.307375890752
7289	1992	KNA	5854.196420496316
7290	1993	KNA	6302.983806585344
7291	1994	KNA	6965.701228332855
7292	1995	KNA	7308.8383300649275
7293	1996	KNA	7699.400446258168
7294	1997	KNA	8544.457763762366
7295	1998	KNA	8648.084142038057
7296	1999	KNA	9070.96721492614
7297	2000	KNA	9554.381252245425
7298	2001	KNA	10337.980261594897
7299	2002	KNA	10662.913460785625
7300	2003	KNA	10280.81746538884
7301	2004	KNA	11032.71683432197
7302	2005	KNA	11884.777809015943
7303	2006	KNA	13355.565670934091
7304	2007	KNA	14541.885791743574
7305	2008	KNA	15762.704462517035
7306	2009	KNA	15074.212785805888
7307	2010	KNA	14904.948415675857
7308	2011	KNA	15742.955293691184
7309	2012	KNA	15219.197604575349
7310	2013	KNA	15977.283829131844
7311	2014	KNA	17061.302955574716
7312	2015	KNA	17247.17085673391
7313	2016	KNA	17492.8071947287
7314	2017	KNA	17924.06546437665
7315	2018	KNA	
7316	1960	KOR	158.23663623201824
7317	1961	KOR	93.81620864101582
7318	1962	KOR	106.13399900900681
7319	1963	KOR	146.294590315099
7320	1964	KOR	123.58845546434512
7321	1965	KOR	108.70382321038754
7322	1966	KOR	133.44980798920145
7323	1967	KOR	161.1157648402243
7324	1968	KOR	198.365658261865
7325	1969	KOR	243.33440214691257
7326	1970	KOR	279.1251974545489
7327	1971	KOR	300.76483709828966
7328	1972	KOR	323.59615247860347
7329	1973	KOR	405.88292655518825
7330	1974	KOR	561.5671868438787
7331	1975	KOR	615.2014185115443
7332	1976	KOR	830.6991850954419
7333	1977	KOR	1050.8980028210117
7334	1978	KOR	1398.4787556098613
7335	1979	KOR	1773.5268464399162
7336	1980	KOR	1704.4697392984456
7337	1981	KOR	1870.3387342264637
7338	1982	KOR	1977.6416355184176
7339	1983	KOR	2180.494844237214
7340	1984	KOR	2390.6731517380304
7341	1985	KOR	2457.3279970138515
7342	1986	KOR	2803.368763627824
7343	1987	KOR	3510.9900197743377
7344	1988	KOR	4686.137325104121
7345	1989	KOR	5736.903807264499
7346	1990	KOR	6516.305759389567
7347	1991	KOR	7523.477001618435
7348	1992	KOR	8001.540991862494
7349	1993	KOR	8740.945602572405
7350	1994	KOR	10205.807465992502
7351	1995	KOR	12332.97935177452
7352	1996	KOR	13137.9080701614
7353	1997	KOR	12131.8747042592
7354	1998	KOR	8085.323528383277
7355	1999	KOR	10409.326888243304
7356	2000	KOR	11947.579128206073
7357	2001	KOR	11252.907554078276
7358	2002	KOR	12782.52553466694
7359	2003	KOR	14209.388519255654
7360	2004	KOR	15907.665834035204
7361	2005	KOR	18639.52220538417
7362	2006	KOR	20888.380150532623
7363	2007	KOR	23060.7078836716
7364	2008	KOR	20430.639460080725
7365	2009	KOR	18291.919597863318
7366	2010	KOR	22086.95291932011
7367	2011	KOR	24079.788523885956
7368	2012	KOR	24358.782175822605
7369	2013	KOR	25890.01866989056
7370	2014	KOR	27811.366383770037
7371	2015	KOR	27105.076226264027
7372	2016	KOR	27608.247428711602
7373	2017	KOR	29742.83886134708
7374	2018	KOR	
7375	1960	KWT	
7376	1961	KWT	
7377	1962	KWT	
7378	1963	KWT	
7379	1964	KWT	
7380	1965	KWT	4429.171106575606
7381	1966	KWT	4556.463064988136
7382	1967	KWT	4217.380838510174
7383	1968	KWT	4194.569472448165
7384	1969	KWT	4007.2581875182
7385	1970	KWT	3848.569738868191
7386	1971	KWT	4843.548836002346
7387	1972	KWT	5208.495365034686
7388	1973	KWT	5952.861795724236
7389	1974	KWT	13478.768945348778
7390	1975	KWT	11731.553335670449
7391	1976	KWT	12056.151708853331
7392	1977	KWT	12217.222489139327
7393	1978	KWT	12626.992614416855
7394	1979	KWT	19040.04248490058
7395	1980	KWT	20868.742157025605
7396	1981	KWT	17364.399477493305
7397	1982	KWT	14277.627131131616
7398	1983	KWT	13203.171317732033
7399	1984	KWT	13103.554448027326
7400	1985	KWT	12330.473642146586
7401	1986	KWT	9750.9029674495
7402	1987	KWT	11512.054437398072
7403	1988	KWT	10148.916079061168
7404	1989	KWT	11594.137419424454
7405	1990	KWT	8776.741344378745
7406	1991	KWT	5407.969782897201
7407	1992	KWT	
7408	1993	KWT	
7409	1994	KWT	
7410	1995	KWT	16882.42146066584
7411	1996	KWT	19300.86143745362
7412	1997	KWT	17696.1387554976
7413	1998	KWT	14126.875095334208
7414	1999	KWT	15391.345736400308
7415	2000	KWT	18389.384328288972
7416	2001	KWT	16540.967614314926
7417	2002	KWT	17789.419812619002
7418	2003	KWT	22071.569608557256
7419	2004	KWT	26921.082776744148
7420	2005	KWT	35490.261323670835
7421	2006	KWT	42717.55725330702
7422	2007	KWT	45793.976143914784
7423	2008	KWT	55571.99805957507
7424	2009	KWT	37567.30121059616
7425	2010	KWT	38497.61695792929
7426	2011	KWT	48268.59120455425
7427	2012	KWT	51264.07133586716
7428	2013	KWT	48399.807817718436
7429	2014	KWT	42996.3152212942
7430	2015	KWT	29109.068743354695
7431	2016	KWT	27368.286678759625
7432	2017	KWT	29040.363709111727
7433	2018	KWT	
7434	1960	LAC	284.2088346006349
7435	1961	LAC	288.7314244173677
7436	1962	LAC	320.93718258851055
7437	1963	LAC	346.4568534035737
7438	1964	LAC	348.91434551956326
7439	1965	LAC	358.2294427444067
7440	1966	LAC	393.0749385332228
7441	1967	LAC	416.5434084808053
7442	1968	LAC	436.97371907619737
7443	1969	LAC	466.58135638152913
7444	1970	LAC	504.58778485927104
7445	1971	LAC	552.6937617263542
7446	1972	LAC	620.5106192812111
7447	1973	LAC	763.0935754123365
7448	1974	LAC	982.3608279381999
7449	1975	LAC	1121.4443987445595
7450	1976	LAC	1236.5089297015732
7451	1977	LAC	1314.1357532378363
7452	1978	LAC	1476.5172689500012
7453	1979	LAC	1706.636555664716
7454	1980	LAC	2015.13935200997
7455	1981	LAC	2304.793088425829
7456	1982	LAC	2078.6108775376383
7457	1983	LAC	1704.959851014778
7458	1984	LAC	1756.8061954217444
7459	1985	LAC	1758.466074444127
7460	1986	LAC	1669.250886269878
7461	1987	LAC	1732.4414698940564
7462	1988	LAC	1920.0232108771852
7463	1989	LAC	2218.1812895327516
7464	1990	LAC	2429.4448423349118
7465	1991	LAC	2922.5633440960464
7466	1992	LAC	2541.5599827737888
7467	1993	LAC	2956.596753976892
7468	1994	LAC	3357.2233150207644
7469	1995	LAC	3526.2171460115956
7470	1996	LAC	3775.707516954391
7471	1997	LAC	4082.038874938923
7472	1998	LAC	4035.900747985966
7473	1999	LAC	3517.311582885077
7474	2000	LAC	3910.1246520838936
7475	2001	LAC	3782.225690879774
7476	2002	LAC	3617.256924692066
7477	2003	LAC	3574.302557557977
7478	2004	LAC	4021.200153000361
7479	2005	LAC	4826.0209046868085
7480	2006	LAC	5593.115815775346
7481	2007	LAC	6526.301281875498
7482	2008	LAC	7494.625445488098
7483	2009	LAC	6945.770196076221
7484	2010	LAC	8537.47723787584
7485	2011	LAC	9514.015896575655
7486	2012	LAC	9440.55825674753
7487	2013	LAC	9553.4427177703
7488	2014	LAC	9736.740263335934
7489	2015	LAC	7887.485459982731
7490	2016	LAC	7620.8645093788955
7491	2017	LAC	8350.108417734258
7492	2018	LAC	
7493	1960	LAO	
7494	1961	LAO	
7495	1962	LAO	
7496	1963	LAO	
7497	1964	LAO	
7498	1965	LAO	
7499	1966	LAO	
7500	1967	LAO	
7501	1968	LAO	
7502	1969	LAO	
7503	1970	LAO	
7504	1971	LAO	
7505	1972	LAO	
7506	1973	LAO	
7507	1974	LAO	
7508	1975	LAO	
7509	1976	LAO	
7510	1977	LAO	
7511	1978	LAO	
7512	1979	LAO	
7513	1980	LAO	
7514	1981	LAO	
7515	1982	LAO	
7516	1983	LAO	
7517	1984	LAO	489.94872706337827
7518	1985	LAO	641.7386314793836
7519	1986	LAO	468.3241705622819
7520	1987	LAO	278.41939086701007
7521	1988	LAO	148.98440768597294
7522	1989	LAO	172.54142682253587
7523	1990	LAO	203.25596978538303
7524	1991	LAO	234.7193693600193
7525	1992	LAO	250.49222921721923
7526	1993	LAO	287.18759293395294
7527	1994	LAO	325.6292417731989
7528	1995	LAO	363.4716182716907
7529	1996	LAO	377.97125590484006
7530	1997	LAO	345.4969431205675
7531	1998	LAO	248.54139837516374
7532	1999	LAO	277.4951028205748
7533	2000	LAO	324.8450496453078
7534	2001	LAO	326.640843433211
7535	2002	LAO	319.82705844833583
7536	2003	LAO	362.6252957714879
7537	2004	LAO	417.7516560964272
7538	2005	LAO	475.416469486973
7539	2006	LAO	590.3013107770596
7540	2007	LAO	709.767087046745
7541	2008	LAO	899.4950787248825
7542	2009	LAO	948.1276421479139
7543	2010	LAO	1141.1271150741939
7544	2011	LAO	1381.4256055454332
7545	2012	LAO	1588.6331474168214
7546	2013	LAO	1838.8060199231422
7547	2014	LAO	2017.587781262052
7548	2015	LAO	2159.4331520940477
7549	2016	LAO	2338.6921568365624
7550	2017	LAO	2457.377413972815
7551	2018	LAO	
7552	1960	LBN	
7553	1961	LBN	
7554	1962	LBN	
7555	1963	LBN	
7556	1964	LBN	
7557	1965	LBN	
7558	1966	LBN	
7559	1967	LBN	
7560	1968	LBN	
7561	1969	LBN	
7562	1970	LBN	
7563	1971	LBN	
7564	1972	LBN	
7565	1973	LBN	
7566	1974	LBN	
7567	1975	LBN	
7568	1976	LBN	
7569	1977	LBN	
7570	1978	LBN	
7571	1979	LBN	
7572	1980	LBN	
7573	1981	LBN	
7574	1982	LBN	
7575	1983	LBN	
7576	1984	LBN	
7577	1985	LBN	
7578	1986	LBN	
7579	1987	LBN	
7580	1988	LBN	1241.684288839388
7581	1989	LBN	1015.4649967813763
7582	1990	LBN	1050.1178513045672
7583	1991	LBN	1704.0798719606782
7584	1992	LBN	2070.8238605931897
7585	1993	LBN	2737.7263702761675
7586	1994	LBN	3226.987820353893
7587	1995	LBN	3863.261919979367
7588	1996	LBN	4457.960160102931
7589	1997	LBN	5093.29074535745
7590	1998	LBN	5538.680282869559
7591	1999	LBN	5509.3464294781625
7592	2000	LBN	5334.903328542859
7593	2001	LBN	5253.122599424884
7594	2002	LBN	5436.5952231029
7595	2003	LBN	5425.669070301686
7596	2004	LBN	5473.481020045296
7597	2005	LBN	5390.208134037077
7598	2006	LBN	5434.252481595701
7599	2007	LBN	6086.795409939775
7600	2008	LBN	7109.513162851699
7601	2009	LBN	8480.988761566767
7602	2010	LBN	8858.283972177323
7603	2011	LBN	8734.189185185323
7604	2012	LBN	8959.258471004538
7605	2013	LBN	8807.901335142735
7606	2014	LBN	8660.036927530655
7607	2015	LBN	8529.513660077371
7608	2016	LBN	8571.126247512297
7609	2017	LBN	8808.589447594055
7610	2018	LBN	
7611	1960	LBR	
7612	1961	LBR	
7613	1962	LBR	
7614	1963	LBR	
7615	1964	LBR	
7616	1965	LBR	
7617	1966	LBR	
7618	1967	LBR	
7619	1968	LBR	
7620	1969	LBR	
7621	1970	LBR	
7622	1971	LBR	
7623	1972	LBR	
7624	1973	LBR	
7625	1974	LBR	
7626	1975	LBR	
7627	1976	LBR	
7628	1977	LBR	
7629	1978	LBR	
7630	1979	LBR	
7631	1980	LBR	
7632	1981	LBR	
7633	1982	LBR	
7634	1983	LBR	
7635	1984	LBR	
7636	1985	LBR	
7637	1986	LBR	
7638	1987	LBR	
7639	1988	LBR	
7640	1989	LBR	
7641	1990	LBR	
7642	1991	LBR	
7643	1992	LBR	
7644	1993	LBR	
7645	1994	LBR	
7646	1995	LBR	
7647	1996	LBR	
7648	1997	LBR	
7649	1998	LBR	
7650	1999	LBR	
7651	2000	LBR	302.99647567257244
7652	2001	LBR	302.8953586802588
7653	2002	LBR	302.65800331258697
7654	2003	LBR	240.03339929973143
7655	2004	LBR	282.3939196842729
7656	2005	LBR	290.9945020743707
7657	2006	LBR	331.4732519747689
7658	2007	LBR	390.8416103699132
7659	2008	LBR	471.19937166137095
7660	2009	LBR	463.8559653766153
7661	2010	LBR	506.0630045907867
7662	2011	LBR	589.1650146050519
7663	2012	LBR	650.7136207202904
7664	2013	LBR	715.5370458981903
7665	2014	LBR	716.052908657476
7666	2015	LBR	706.0594658972389
7667	2016	LBR	710.4360093570995
7668	2017	LBR	694.3195828488563
7669	2018	LBR	
7670	1960	LBY	
7671	1961	LBY	
7672	1962	LBY	
7673	1963	LBY	
7674	1964	LBY	
7675	1965	LBY	
7676	1966	LBY	
7677	1967	LBY	
7678	1968	LBY	
7679	1969	LBY	
7680	1970	LBY	
7681	1971	LBY	
7682	1972	LBY	
7683	1973	LBY	
7684	1974	LBY	
7685	1975	LBY	
7686	1976	LBY	
7687	1977	LBY	
7688	1978	LBY	
7689	1979	LBY	
7690	1980	LBY	
7691	1981	LBY	
7692	1982	LBY	
7693	1983	LBY	
7694	1984	LBY	
7695	1985	LBY	
7696	1986	LBY	
7697	1987	LBY	
7698	1988	LBY	
7699	1989	LBY	
7700	1990	LBY	6514.321503985111
7701	1991	LBY	7040.701924111832
7702	1992	LBY	7284.747991069142
7703	1993	LBY	6446.93313558656
7704	1994	LBY	5892.46225570148
7705	1995	LBY	5161.683341893416
7706	1996	LBY	5537.183816111607
7707	1997	LBY	5999.026650569728
7708	1998	LBY	5244.880310314905
7709	1999	LBY	6821.312519333506
7710	2000	LBY	7145.628493634225
7711	2001	LBY	6269.580123126283
7712	2002	LBY	3705.4426381076355
7713	2003	LBY	4676.967502571247
7714	2004	LBY	5806.083603585654
7715	2005	LBY	8171.361650828836
7716	2006	LBY	9344.987517945294
7717	2007	LBY	11308.566605796404
7718	2008	LBY	14396.048648510585
7719	2009	LBY	10296.97352759963
7720	2010	LBY	12120.562169206209
7721	2011	LBY	5602.5494342549155
7722	2012	LBY	13209.140780978109
7723	2013	LBY	10571.850763283734
7724	2014	LBY	6631.529047259512
7725	2015	LBY	4465.4903662344705
7726	2016	LBY	4166.630528952608
7727	2017	LBY	5978.042925657281
7728	2018	LBY	
7729	1960	LCA	
7730	1961	LCA	
7731	1962	LCA	
7732	1963	LCA	
7733	1964	LCA	
7734	1965	LCA	
7735	1966	LCA	
7736	1967	LCA	
7737	1968	LCA	
7738	1969	LCA	
7739	1970	LCA	
7740	1971	LCA	
7741	1972	LCA	
7742	1973	LCA	
7743	1974	LCA	
7744	1975	LCA	
7745	1976	LCA	
7746	1977	LCA	817.4625751328518
7747	1978	LCA	937.7592282188425
7748	1979	LCA	1118.099644566744
7749	1980	LCA	1306.4788515621149
7750	1981	LCA	1480.7883041326859
7751	1982	LCA	1590.6151359854825
7752	1983	LCA	1691.6753845828882
7753	1984	LCA	1837.153505467417
7754	1985	LCA	2004.8960063704008
7755	1986	LCA	2350.0422845193366
7756	1987	LCA	2552.872256507924
7757	1988	LCA	2862.2481031876982
7758	1989	LCA	3188.8522991643263
7759	1990	LCA	3733.975444351976
7760	1991	LCA	3900.9188702958504
7761	1992	LCA	4230.510898427051
7762	1993	LCA	4254.570713227071
7763	1994	LCA	4386.4964126243185
7764	1995	LCA	4630.042204550515
7765	1996	LCA	4728.108715947968
7766	1997	LCA	4769.3415719573
7767	1998	LCA	5114.586499178783
7768	1999	LCA	5307.112728432296
7769	2000	LCA	5310.8799437798025
7770	2001	LCA	5036.472356847964
7771	2002	LCA	5034.433875548525
7772	2003	LCA	5485.336050145055
7773	2004	LCA	5878.142850001265
7774	2005	LCA	6203.536293418649
7775	2006	LCA	6855.10376313063
7776	2007	LCA	7634.746110942849
7777	2008	LCA	7576.682337697583
7778	2009	LCA	7384.270249831405
7779	2010	LCA	8008.197164599991
7780	2011	LCA	8272.39454697
7781	2012	LCA	8216.015523631275
7782	2013	LCA	8367.276219633044
7783	2014	LCA	8596.351698284006
7784	2015	LCA	9155.653328350641
7785	2016	LCA	9188.412753398849
7786	2017	LCA	9715.194785938003
7787	2018	LCA	
7788	1960	LCN	369.745071868399
7789	1961	LCN	380.88475418222606
7790	1962	LCN	423.8790114071368
7791	1963	LCN	416.1848554822068
7792	1964	LCN	451.3517129793993
7793	1965	LCN	468.4666569332767
7794	1966	LCN	500.4755632581016
7795	1967	LCN	500.60568183385885
7796	1968	LCN	525.7243454605103
7797	1969	LCN	574.0545810604776
7798	1970	LCN	609.4015119050206
7799	1971	LCN	664.1788563137707
7800	1972	LCN	727.9581668180844
7801	1973	LCN	930.2770243875167
7802	1974	LCN	1180.0533679508694
7803	1975	LCN	1206.7104577265354
7804	1976	LCN	1309.6797118260138
7805	1977	LCN	1406.7401444305253
7806	1978	LCN	1561.3346731076876
7807	1979	LCN	1820.2770820439835
7808	1980	LCN	2144.3151983085454
7809	1981	LCN	2419.185254545237
7810	1982	LCN	2208.8143438654147
7811	1983	LCN	1906.4112240171255
7812	1984	LCN	1885.258895407187
7813	1985	LCN	1902.5221935441689
7814	1986	LCN	1878.5402553933084
7815	1987	LCN	1944.80222060756
7816	1988	LCN	2150.980444857901
7817	1989	LCN	2304.3071141942332
7818	1990	LCN	2648.2187806558954
7819	1991	LCN	3198.519545214027
7820	1992	LCN	2969.5606184978606
7821	1993	LCN	3355.3859587641973
7822	1994	LCN	3768.520623092946
7823	1995	LCN	3951.7072292481485
7824	1996	LCN	4206.816830366163
7825	1997	LCN	4539.156841799374
7826	1998	LCN	4509.970604043122
7827	1999	LCN	4008.847368506633
7828	2000	LCN	4358.725765893371
7829	2001	LCN	4205.677390694054
7830	2002	LCN	3723.2485039195017
7831	2003	LCN	3754.478509473588
7832	2004	LCN	4271.462404212291
7833	2005	LCN	5098.871870805583
7834	2006	LCN	5900.662530336811
7835	2007	LCN	6865.659348767793
7836	2008	LCN	7881.110622651497
7837	2009	LCN	7316.718687638737
7838	2010	LCN	8964.833879331216
7839	2011	LCN	10075.449785402518
7840	2012	LCN	10062.744622142363
7841	2013	LCN	10194.612794660437
7842	2014	LCN	10278.240890987834
7843	2015	LCN	8742.394145588436
7844	2016	LCN	8438.662617687934
7845	2017	LCN	9274.781580625324
7846	2018	LCN	
7847	1960	LDC	
7848	1961	LDC	
7849	1962	LDC	
7850	1963	LDC	
7851	1964	LDC	
7852	1965	LDC	
7853	1966	LDC	
7854	1967	LDC	
7855	1968	LDC	
7856	1969	LDC	
7857	1970	LDC	
7858	1971	LDC	
7859	1972	LDC	
7860	1973	LDC	
7861	1974	LDC	
7862	1975	LDC	
7863	1976	LDC	
7864	1977	LDC	
7865	1978	LDC	
7866	1979	LDC	
7867	1980	LDC	293.1019670076927
7868	1981	LDC	289.02652732296934
7869	1982	LDC	280.3393501460262
7870	1983	LDC	256.6785742852839
7871	1984	LDC	249.1186117578542
7872	1985	LDC	271.3708847468208
7873	1986	LDC	287.5527537554108
7874	1987	LDC	306.30809086207205
7875	1988	LDC	308.2746523122687
7876	1989	LDC	307.3389536750673
7877	1990	LDC	312.44430151010124
7878	1991	LDC	307.2398397912515
7879	1992	LDC	271.12498834000576
7880	1993	LDC	262.9487484332312
7881	1994	LDC	237.87225934378202
7882	1995	LDC	264.2560198395626
7883	1996	LDC	283.1950764322437
7884	1997	LDC	291.5940105340436
7885	1998	LDC	286.0890978079559
7886	1999	LDC	282.03733066540093
7887	2000	LDC	311.7894233894097
7888	2001	LDC	289.5155972248266
7889	2002	LDC	306.6869047859415
7890	2003	LDC	339.62668660400925
7891	2004	LDC	380.67130851778876
7892	2005	LDC	440.45267328706274
7893	2006	LDC	505.9088678902422
7894	2007	LDC	591.442396620833
7895	2008	LDC	717.1624339009268
7896	2009	LDC	702.6808425564525
7897	2010	LDC	786.1440716823511
7898	2011	LDC	886.4118986702763
7899	2012	LDC	925.0753292790871
7900	2013	LDC	979.1007974077826
7901	2014	LDC	1038.0523114811872
7902	2015	LDC	1003.3407550482727
7903	2016	LDC	981.6192562915315
7904	2017	LDC	1071.4380785986937
7905	2018	LDC	
7906	1960	LIC	
7907	1961	LIC	
7908	1962	LIC	
7909	1963	LIC	
7910	1964	LIC	
7911	1965	LIC	
7912	1966	LIC	
7913	1967	LIC	
7914	1968	LIC	
7915	1969	LIC	
7916	1970	LIC	
7917	1971	LIC	
7918	1972	LIC	
7919	1973	LIC	
7920	1974	LIC	
7921	1975	LIC	
7922	1976	LIC	
7923	1977	LIC	
7924	1978	LIC	
7925	1979	LIC	
7926	1980	LIC	
7927	1981	LIC	357.7075648590129
7928	1982	LIC	364.58951251415954
7929	1983	LIC	343.50701673560206
7930	1984	LIC	314.93875364964356
7931	1985	LIC	311.4759874826184
7932	1986	LIC	323.48465172621354
7933	1987	LIC	317.47781447433874
7934	1988	LIC	328.044911605852
7935	1989	LIC	314.91845481137756
7936	1990	LIC	334.913725059089
7937	1991	LIC	336.25690042134477
7938	1992	LIC	296.6462438341505
7939	1993	LIC	284.39686029711186
7940	1994	LIC	227.6336621745847
7941	1995	LIC	251.8538472197015
7942	1996	LIC	277.65693026299385
7943	1997	LIC	281.1156031437664
7944	1998	LIC	277.63975360572994
7945	1999	LIC	274.81298567972954
7946	2000	LIC	311.81946421373135
7947	2001	LIC	286.58653235301523
7948	2002	LIC	295.4189910662296
7949	2003	LIC	313.0356244157082
7950	2004	LIC	349.0181750853887
7951	2005	LIC	392.2505176625615
7952	2006	LIC	430.11669690299425
7953	2007	LIC	500.41517755553497
7954	2008	LIC	589.848794536919
7955	2009	LIC	604.762902400677
7956	2010	LIC	641.7511046419776
7957	2011	LIC	708.6208977316954
7958	2012	LIC	747.5897548735055
7959	2013	LIC	799.5629712344332
7960	2014	LIC	834.7792566761443
7961	2015	LIC	800.0023112026463
7962	2016	LIC	754.331437980367
7963	2017	LIC	785.5817826470691
7964	2018	LIC	
7965	1960	LIE	
7966	1961	LIE	
7967	1962	LIE	
7968	1963	LIE	
7969	1964	LIE	
7970	1965	LIE	
7971	1966	LIE	
7972	1967	LIE	
7973	1968	LIE	
7974	1969	LIE	
7975	1970	LIE	4236.930668490339
7976	1971	LIE	4827.792882810651
7977	1972	LIE	5640.46431359638
7978	1973	LIE	7354.102367992696
7979	1974	LIE	8441.047842211781
7980	1975	LIE	10514.999964883868
7981	1976	LIE	11389.027794894395
7982	1977	LIE	12418.014577077822
7983	1978	LIE	17503.332134195207
7984	1979	LIE	19773.673517294264
7985	1980	LIE	20671.998593418153
7986	1981	LIE	19511.0849054699
7987	1982	LIE	19690.376446468286
7988	1983	LIE	19579.08125748572
7989	1984	LIE	18607.876620897903
7990	1985	LIE	19410.756707043183
7991	1986	LIE	28315.839543759044
7992	1987	LIE	37869.33845189141
7993	1988	LIE	41351.04719763528
7994	1989	LIE	39426.9340981611
7995	1990	LIE	49447.46372012168
7996	1991	LIE	50987.77045194456
7997	1992	LIE	55300.468158083735
7998	1993	LIE	55921.13686198359
7999	1994	LIE	64156.70105982245
8000	1995	LIE	78761.76159792549
8001	1996	LIE	79937.21476224053
8002	1997	LIE	72190.79058622445
8003	1998	LIE	76641.05519624798
8004	1999	LIE	81116.43916511108
8005	2000	LIE	74624.55995898828
8006	2001	LIE	74005.01044823615
8007	2002	LIE	79035.53479137641
8008	2003	LIE	89469.75086745125
8009	2004	LIE	99848.61504124837
8010	2005	LIE	104994.01830194249
8011	2006	LIE	113983.16776211033
8012	2007	LIE	130267.24327079619
8013	2008	LIE	142973.83089992974
8014	2009	LIE	125945.00962440955
8015	2010	LIE	141165.08285670474
8016	2011	LIE	158283.0762595819
8017	2012	LIE	149295.64604363404
8018	2013	LIE	173528.15045446274
8019	2014	LIE	179308.0756155675
8020	2015	LIE	167590.6082719837
8021	2016	LIE	164993.1941620855
8022	2017	LIE	
8023	2018	LIE	
8024	1960	LKA	142.7795495864372
8025	1961	LKA	142.83804348890746
8026	1962	LKA	138.53654692136803
8027	1963	LKA	117.0719440876321
8028	1964	LKA	120.71432572907874
8029	1965	LKA	152.85263418091725
8030	1966	LKA	153.89854793735086
8031	1967	LKA	159.50585456911006
8032	1968	LKA	150.89656865306853
8033	1969	LKA	160.91292408522025
8034	1970	LKA	183.92723582258807
8035	1971	LKA	185.85958316217508
8036	1972	LKA	196.42226828833498
8037	1973	LKA	216.9941232652638
8038	1974	LKA	264.7452357131324
8039	1975	LKA	275.6273187574045
8040	1976	LKA	256.28821508999386
8041	1977	LKA	287.5661293965102
8042	1978	LKA	188.0625572820962
8043	1979	LKA	227.51374975624748
8044	1980	LKA	267.66829235239595
8045	1981	LKA	289.1200883840502
8046	1982	LKA	307.6123465656274
8047	1983	LKA	328.6054788613378
8048	1984	LKA	378.86746666016955
8049	1985	LKA	369.5016285753957
8050	1986	LKA	390.2591451152062
8051	1987	LKA	401.380898337015
8052	1988	LKA	413.3570345210419
8053	1989	LKA	408.3563136014577
8054	1990	LKA	463.5132257089394
8055	1991	LKA	513.1442933601209
8056	1992	LKA	546.937048306994
8057	1993	LKA	576.6592748783612
8058	1994	LKA	647.4405403643658
8059	1995	LKA	714.0686775177086
8060	1996	LKA	756.4580666384052
